director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Sean Wang,Izaac Wang,Shirley Chen,Chang Li Hua,"Comedy, Family",dìdi
Dakota Gorman,Freddie Prinze Jr.,Monica Potter,Kevin Pollak,Thriller,the girl in the pool
Phil Volken,Dean Cameron,Garrett Wareing,Isabel Gravitt,"Horror, Action",dead sea
Luke Spencer Roberts,Dylan Sprouse,Callan McAuliffe,Denny Love,"Comedy, Drama",the duel
M. Night Shyamalan,Josh Hartnett,Ariel Donoghue,Saleka Shyamalan,"Thriller, Mystery, Horror",trap
Carlos Saldanha,Zachary Levi,Lil Rel Howery,Benjamin Bottani,"Family, Comedy, Adventure, Fantasy",harold and the purple crayon
Doug Liman,Matt Damon,Casey Affleck,Hong Chau,"Crime, Comedy, Action",the instigators
Liza Johnson,Carolyn Lawrence,Tom Kenny,Clancy Brown,"Animation, Comedy, Adventure, Family",saving bikini bottom: the sandy cheeks movie
Timothy A. Chey,James Barrington,Cuba Gooding Jr.,Kevin Sorbo,Drama,the firing squad
Felipe Mucci,Abbie Cornish,Laz Alonso,Moon Bloodgood,"Thriller, Mystery, Crime",detained
Steven Kanter,Claudia Restrepo,Derrick DeBlasis,Ben Coleman,"Romance, Comedy, Drama",peak season
Marcus Dunstan,Jade Pettyjohn,JoJo Siwa,Jennifer Ens,"Horror, Comedy, Thriller",amfad all my friends are dead
Mick Davis,Jimi Petulla,Sydney Bullock,Logan Arditty,Drama,trust in love
Kelly Blatz,KJ Apa,Eric Dane,Maia Reficco,"Action, Drama, Romance",one fast move
Justin Baldoni,Blake Lively,Justin Baldoni,Jenny Slate,"Drama, Romance",it ends with us
Eli Roth,Cate Blanchett,Kevin Hart,Jack Black,"Action, Science Fiction, Comedy",borderlands
Tilman Singer,Hunter Schafer,Dan Stevens,Jessica Henwick,"Horror, Mystery, Thriller",cuckoo
Simon Verhoeven,Elan Ben Ali,Tijan Njie,Matthias Schweighöfer,"Drama, History, Music",girl you know it's true
India Donaldson,Lily Collias,James LeGros,Danny McCarthy,Drama,good one
Neil Marshall,Charlotte Kirk,Philip Winchester,Colm Meaney,"Action, Crime, Thriller",duchess
Brandon Vietti,Matthew Rhys,Katee Sackhoff,Titus Welliver,"Animation, Mystery, Science Fiction, Action, Drama",watchmen chapter i
Paul Feig,John Cena,Awkwafina,Simu Liu,Comedy,jackpot!
lvarez,Cailee Spaeny,David Jonsson,Archie Renaux,"Horror, Science Fiction",alien: romulus
Julian Farino,Mark Wahlberg,Halle Berry,Adewale Akinnuoye-Agbaje,"Action, Comedy",the union
Lee Daniels,Andra Day,Glenn Close,Aunjanue Ellis-Taylor,"Horror, Thriller",the deliverance
Chiwetel Ejiofor,Jay Will,Mary J. Blige,Chiwetel Ejiofor,"Drama, History",rob peace
Austin Peters,Elizabeth Banks,Lewis Pullman,Michaela Jaé Rodriguez,"Thriller, Drama",skincare
Dimitri Logothetis,Luke Hemsworth,Morgan Freeman,Joseph Baena,"Action, Thriller, Crime",gunner
R.J. Collins,Alec Baldwin,Esai Morales,Terrence Howard,"Crime, Thriller, Mystery",crescent city
Albie Hecht,Ryan Kaji,Shion Kaji,Loann Kaji,"Family, Animation, Comedy, Fantasy, Action",ryan's world the movie: titan universe adventure
Monica Sorelle,Atibon Nazaire,Sheila Anozier,Chris Renois,"Drama, Fantasy, Romance",mountains
Jon Keeyes,Jonathan Rhys Meyers,Melissa Leo,Antonio Banderas,"Action, Crime, Thriller",the clean up crew
Michael Leavy,Charles Edwin Powell,Danielle Harris,Jeffrey Combs,"Horror, Action, Thriller",stream
Kravitz,Naomi Ackie,Channing Tatum,Christian Slater,"Mystery, Thriller",blink twice
Rupert Sanders,Bill Skarsgård,FKA Twigs,Danny Huston,"Action, Fantasy, Horror",the crow
John Woo,Nathalie Emmanuel,Omar Sy,Sam Worthington,"Action, Thriller, Crime",the killer
Tina Mabry,Aunjanue Ellis-Taylor,Sanaa Lathan,Uzo Aduba,"Comedy, Drama",the supremes at earl's all-you-can-eat
Potsy Ponciroli,Himesh Patel,Joseph Gordon-Levitt,Lily James,"Comedy, Mystery, Crime",greedy people
Nathan Silver,Jason Schwartzman,Carol Kane,Dolly de Leon,"Comedy, Drama",between the temples
Alex Kendrick,Cameron Arnett,Priscilla Shirer,Aspen Kennedy,"Drama, Family",the forge
Josh Chernin,Raphael Alejandro,Kaitlin Olson,Bobby Cannavale,Comedy,incoming
JT Mollner,Willa Fitzgerald,Kyle Gallner,Madisen Beaty,"Crime, Horror, Thriller",strange darling
Stuart Gatt,Erin Moriarty,Dina Shihabi,Jai Courtney,Drama,catching dust
Nicki Micheaux,Kasey Inez,Jahking Guillory,Madhulika Krishnan,Drama,summer of violence
Zach Clark,Russell Mael,Isabel Alamin,Molly Plunk,"Science Fiction, Comedy, Romance",the becomers
Audrey Cummings,Heather Graham,Tom Hopper,Corin Nemec,"Western, Thriller, Horror, Action",place of bones
Quinn Armstrong,Steve Pinder,Michael J. Cline,Maya Jeyam,Horror,the exorcism of saint patrick
Chris Weitz,John Cho,Katherine Waterston,Havana Rose Liu,"Horror, Science Fiction, Thriller",afraid
Ariel Vromen,Tyrese Gibson,Scott Eastwood,Ray Liotta,"Crime, Thriller, Action",1992
m,Casey Affleck,Laurence Fishburne,Emily Beecham,"Science Fiction, Thriller",slingshot
Guillem Morales,Naomie Harris,Natalie Dormer,,"Comedy, Drama",the wasp
Sean McNamara,Dennis Quaid,Penelope Ann Miller,Robert Davi,"History, Drama",reagan
Uwe Boll,Gino Anthony Pesi,Kristen Renton,James McMenamin,"Crime, Drama, Thriller, Action",first shift
Ty Roberts,Luke Wilson,Greg Kinnear,Sarah Gadon,"Family, Drama",you gotta believe
Mohit Ramchandani,Ari Lopez,Renata Vaca,Alfredo Castro,"Drama, Thriller",city of dreams
Marc Marriott,Arata Iura,Robin Weigert,Goya Robles,"Drama, Romance, Western, Comedy",tokyo cowboy
Quinn Armstrong,Michael Kunicki,Quinn Armstrong,Jordan Mullins,"Horror, Thriller",wolves against the world
Tim Burton,Michael Keaton,Winona Ryder,Catherine O'Hara,"Horror, Comedy, Fantasy",beetlejuice beetlejuice
The Eggers Brothers,Brandy Norwood,Andrew Burnap,Neal Huff,Horror,the front room
Azazel Jacobs,Carrie Coon,Elizabeth Olsen,Natasha Lyonne,"Drama, Comedy",his three daughters
Jeremy Saulnier,Aaron Pierre,Don Johnson,AnnaSophia Robb,"Crime, Action, Thriller, Drama",rebel ridge
Nadine Crocker,Nadine Crocker,Emily Deschanel,Shiloh Fernandez,Drama,continue
Fiona Robert,Fiona Robert,Sophia Robert,Paul Karmiryan,Documentary,a new york story
Elliott Lester,Peter Dinklage,Juliette Lewis,Levon Hawke,"Crime, Thriller, Western",the thicket
Brendan Walsh,Edie Falco,Jeannie Berlin,Charlie Tahan,"Comedy, Drama",i'll be right there
Quinn Armstrong,Jordan Myers,Maya Jeyam,Tony White,Horror,dead teenagers
James Watkins,James McAvoy,Mackenzie Davis,Aisling Franciosi,"Horror, Thriller",speak no evil
J. J. Perry,Dave Bautista,Sofia Boutella,Terry Crews,"Action, Comedy, Thriller",the killer's game
Megan Park,Maisy Stella,Percy Hynes White,Maddie Ziegler,"Comedy, Drama",my old ass
McG,Joey King,Keith Powers,Brianne Tju,"Science Fiction, Adventure, Action",uglies
Susanna Fogel,Emilia Jones,Connie Britton,Danny Ramirez,"Comedy, Drama",winner
Robert Salerno,Connie Britton,Freya Hannan-Mills,Giovanni Cirfiera,"Horror, Thriller",here after
Kevin Smith,Austin Zajur,Nicholas Cirillo,Reed Northrup,"Comedy, Romance",the 4:30 movie
S.K. Dale,Megan Fox,Michele Morrone,Madeline Zima,"Horror, Science Fiction, Thriller",subservience
Mary Dauterman,Grace Glowicki,Garrick Bernard,Heather Matarazzo,,booger
Coke Daniels,Quavo,La La Anthony,Omar Dorsey,"Drama, Crime",the waterboyz
Josh Cooley,Chris Hemsworth,Brian Tyree Henry,Scarlett Johansson,"Animation, Science Fiction, Adventure, Family",transformers one
Jon Watts,George Clooney,Brad Pitt,Amy Ryan,"Crime, Comedy, Action",wolfs
Alexandre Aja,Halle Berry,Percy Daggs IV,Anthony B. Jenkins,Horror,never let go
Coralie Fargeat,Demi Moore,Margaret Qualley,Dennis Quaid,"Horror, Science Fiction",the substance
Aaron Schimberg,Sebastian Stan,Renate Reinsve,Adam Pearson,"Comedy, Drama",a different man
Colm McCarthy,Sam Claflin,Antonia Thomas,Frankie Corio,"Horror, Thriller",bagman
Bernardo Britto,Mary-Louise Parker,Ayo Edebiri,Carlos Jacott,"Science Fiction, Drama",omni loop
Robert Kolodny,James Madio,Ruby Wolf,Keir Gilchrist,Drama,the featherweight
Alessandra Lacorazza Samudio,René Pérez,Sasha Calle,Leslie Grace,Drama,in the summers
Valeri Milev,Jean-Claude Van Damme,Jacqueline Fernandez,Peter Stormare,"Action, Crime, Thriller",kill 'em all 2
Scott Weintrob,Olga Kurylenko,Harvey Keitel,Alice Astons,"Action, Thriller",paradox effect
te,Joseph Gordon-Levitt,Shailene Woodley,Richard Madden,"Crime, Drama, Romance",killer heat
Chris Sanders,Lupita Nyong'o,Pedro Pascal,Kit Connor,"Animation, Science Fiction, Family",the wild robot
Jason Reitman,Gabriel LaBelle,Rachel Sennott,Cory Michael Smith,Action,saturday night
Francis Ford Coppola,Adam Driver,Giancarlo Esposito,Nathalie Emmanuel,"Science Fiction, Drama",megalopolis
Natalie Erika James,Julia Garner,Dianne Wiest,Jim Sturgess,"Horror, Thriller",apartment 7a
Sydney Freeland,Jessica Matten,Julia Jones,Amber Midthunder,Drama,rez ball
Juan Pablo Arias Munoz,Madeleine McGraw,Violet McGraw,Christina Moore,"Horror, Mystery, Thriller",the curse of the necklace
E. L. Katz,Samara Weaving,Vic Carmen Sonne,Katariina Unt,"Action, Horror, Thriller",azrael
Kerry Bellessa,Hayden Panettiere,Tyler James Williams,Kevin Dunn,"Drama, Thriller, TV Movie",amber alert
Evan Marlowe,James Marsters,Hana Mae Lee,Christopher McDonald,"Animation, Horror",abruptio
Nate Edwards,Arsema Thomas,Darrell Britt-Gibson,Taissa Farmiga,"Romance, Drama",she taught love
Nora Fiffer,Lauren Lapkus,Marilyn Dodds Frank,Jean Elie,Comedy,another happy day
Brad Twigg,John A. Russo,Rosaria Eraso,Justin P. Martin,Horror,crackcoon
Gary Dauberman,Lewis Pullman,Makenzie Leigh,Alfre Woodard,Horror,'salem's lot
Danielle Krudy,Ariana DeBose,Barbie Ferreira,Arian Moayed,"Horror, Thriller",house of spoils
Will Joines,Sarah Paulson,Amiah Miller,Annaleigh Ashford,"Horror, Thriller, Drama",hold your breath
Todd Phillips,Joaquin Phoenix,Lady Gaga,Brendan Gleeson,"Drama, Crime, Thriller",joker: folie à deux
Marc Forster,Ariella Glaser,Orlando Schwerdt,Bryce Gheisar,Drama,white bird
Greg Jardin,Brittany O'Grady,James Morosini,Gavin Leatherwood,"Comedy, Mystery, Science Fiction",it's what's inside
David Henrie,Mason Thames,Lorraine Bracco,Mel Gibson,"Adventure, Fantasy, Mystery, Horror",monster summer
Michael Felker,Adam David Thompson,Riley Dandy,Chloe Skoczen,"Horror, Science Fiction, Thriller",things will be different
Scott Goldberg,Chiko Mendez,Shelley Duvall,Edward Furlong,"Horror, Thriller, Drama",the forest hills
Chris Cottam,Paul Reiser,Colm Meaney,Jane Levy,Comedy,the problem with people
Spider One,Krsy Fox,Elizabeth Phoenix Caro,Jon Sklaroff,Horror,little bites
Brian Taylor,Jack Kesy,Jefferson White,Adeline Rudolph,"Fantasy, Horror, Action",hellboy: the crooked man
Max Barbakow,Josh Brolin,Peter Dinklage,Glenn Close,"Action, Comedy, Crime",brothers
Logan George,Dylan O'Brien,Eliza Scanlen,Lauren Ambrose,"Drama, Mystery, Science Fiction, Thriller, Horror",caddo lake
Damien Leone,Lauren LaVera,Elliot Fullam,Samantha Scaffidi,"Horror, Thriller",terrifier 3
Morgan Neville,Pharrell Williams,Gwen Stefani,Kendrick Lamar,"Animation, Documentary, Family, Music",piece by piece
Ali Abbasi,Sebastian Stan,Jeremy Strong,Martin Donovan,"History, Drama",the apprentice
Susannah Grant,Laura Dern,Liam Hemsworth,Diana Silvers,"Romance, Drama",lonely planet
Brad Anderson,Joel Kinnaman,Sandra Mae Frank,Mekhi Phifer,"Crime, Thriller, Action",the silent hour
J.C. Lee,Benedict Wong,Callina Liang,Jabari Banks,"Thriller, Drama",bad genius
John Gulager,Danny Trejo,Samantha Ashley,Efren Ramirez,"Horror, Action, Fantasy, Thriller",seven cemeteries
Warren Skeels,Sean Astin,Ali Larter,Madison Wolfe,"Horror, Thriller",the man in the white van
Lou Simon,William Forsythe,Michael Paré,,"Crime, Mystery, Horror, Thriller",9 windows
Parker Finn,Naomi Scott,Rosemarie DeWitt,Lukas Gage,"Horror, Mystery",smile 2
Sean Baker,Mikey Madison,Mark Eydelshteyn,Yura Borisov,"Drama, Comedy, Romance",anora
Shyer,Michael Keaton,Mila Kunis,Andie MacDowell,"Comedy, Drama",goodrich
Anna Kendrick,Anna Kendrick,Daniel Zovatto,Nicolette Robinson,"Crime, Drama, Thriller",woman of the hour
Ethan Berger,Alex Wolff,Lewis Pullman,Halle Bailey,Drama,the line
Titus Kaphar,André Holland,Andra Day,John Earl Jelks,Drama,exhibiting forgiveness
Marco Calvani,Marco Pigossi,James Bland,Marisa Tomei,"Horror, Comedy, Fantasy, TV Movie",high tide
Michael Lewis Foster,Beth Gallagher,Eric Casalini,Reese Lily Buell,"Documentary, Romance",to fall in love
Pierre Morel,Kate Beckinsale,Rupert Friend,Ray Stevenson,"Action, Thriller, Crime",canary black
Kelly Marcel,Tom Hardy,Chiwetel Ejiofor,Juno Temple,"Action, Science Fiction, Adventure",venom: the last dance
Edward Berger,Ralph Fiennes,Stanley Tucci,John Lithgow,"Drama, Thriller, Mystery",conclave
Caroline Lindy,Melissa Barrera,Tommy Dewey,Edmund Donovan,"Fantasy, Comedy",your monster
Brian Netto,Kelsey Asbille,Finn Wittrock,Moray Treadwell,"Horror, Thriller",don't move
Sam Yates,Daisy Ridley,Shazad Latif,Matilda Lutz,Thriller,magpie
Alonso Ruizpalacios,Raúl Briones Carmona,Rooney Mara,Anna Diaz,"Drama, Comedy",la cocina
Susie Moon,Alex E. Harris,Thomas Jay Ryan,Constance Shulman,"Comedy, Science Fiction",darla in space
Bucky Le Boeuf,Logan Riley Bruner,Mena Suvari,Eddie Griffin,"Comedy, Horror, Romance",all you need is blood
Harvey Lowry,Shelley Q,Evan Williams,Henry Ian Cusick,Thriller,1 million followers
Matt Cascella,Desmin Borges,Kelly O'Sullivan,Barbara Rosenblat,"Comedy, Drama",hangdog
Ben Kitnick,Stavros Halkias,Wes Haney,Eric Rahill,Comedy,let's start a cult
Carlos Ayala,Sarah McDonald,Breanna Rossi,Adela Perez,"Horror, Mystery",amityville: where the echo lives
Hannah Macpherson,Madison Bailey,Antonia Gentry,Griffin Gluck,"Horror, Science Fiction, Thriller",time cut
Robert Zemeckis,Tom Hanks,Robin Wright,Paul Bettany,Drama,here
Clint Eastwood,Nicholas Hoult,Toni Collette,J. K. Simmons,"Crime, Drama",juror #2
Steve McQueen,Saoirse Ronan,Elliott Heffernan,Harris Dickinson,"Crime, Action, Thriller",blitz
Jesse Eisenberg,Jesse Eisenberg,Kieran Culkin,Will Sharpe,"Comedy, Drama",a real pain
Hans Petter Moland,Liam Neeson,Ron Perlman,Yolonda Ross,"Drama, Thriller, Mystery",absolution
Isaiah Lester,Shameik Moore,Susan Sarandon,D'Arcy Carden,Comedy,the gutter
Hannah Peterson,Mina Sundwall,Alex R. Hibbert,Yasmeen Fletcher,Drama,the graduates
Pavel Nikolajev,Nick Karner,Seth Honzik,Pavel Nikolajev,"Comedy, Science Fiction, Thriller",the eye of the salamander
Andrew Boodhoo Kightlinger,Luke David Blumm,Paul Sparks,Caitlin FitzGerald,"Adventure, Drama, Family",lost on a mountain in maine
Rusty Cundieff,Christina Milian,Devale Ellis,Kofi Siriboe,"Romance, Comedy",meet me next christmas
Peter Chelsom,Danny DeVito,Andie MacDowell,Wilmer Valderrama,"Comedy, Family",a sudden case of christmas
Bryan Woods,Hugh Grant,Sophie Thatcher,Chloe East,"Horror, Thriller",heretic
Dallas Jenkins,Judy Greer,Pete Holmes,Lauren Graham,"Comedy, Drama, Family, TV Movie",the best christmas pageant ever
Malcolm Washington,Samuel L. Jackson,John David Washington,Ray Fisher,"Drama, Music, Horror",the piano lesson
George Nolfi,Anthony Mackie,Morena Baccarin,Maddie Hasson,"Action, Science Fiction, Thriller",elevation
Tyler Taormina,Matilda Fleming,Maria Dizzia,Ben Shenkman,"Drama, Comedy",christmas eve in miller's point
Andrea Arnold,Nykiya Adams,Barry Keoghan,Franz Rogowski,"Drama, Music",bird
David Guglielmo,Jessie Andrews,Josh Caras,Zane Holtz,Documentary,love bomb
Shannon Alexander,,,,Documentary,it's coming
Jerry Ciccoritti,Lacey Chabert,Dustin Milligan,Craig Robinson,"Romance, Comedy",hot frosty
Jake Kasdan,Dwayne Johnson,Chris Evans,Lucy Liu,"Action, Comedy, Fantasy",red one
Alexander Yellen,Tobias Forrest,Victoria Scott,John W. Lawson,Drama,daruma
H. Nelson Tracey,Chandler Riggs,Samantha Isler,Jacob Wysocki,"Drama, Comedy, Romance",breakup season
Dallas King,Jessica Leila Greene,James Eastwood,Erin Anne Gray,"Horror, Romance, Thriller",swap
Peter Sullivan,Britt Robertson,Chad Michael Murray,Marla Sokoloff,"Romance, Comedy",the merry gentlemen
Jon M. Chu,Cynthia Erivo,Ariana Grande,Jonathan Bailey,"Fantasy, Romance, Drama",wicked
Ridley Scott,Paul Mescal,Pedro Pascal,Joseph Quinn,"Action, Adventure, Drama",gladiator ii
Vicky Jenson,Rachel Zegler,John Lithgow,Jenifer Lewis,"Animation, Fantasy, Family, Adventure, Comedy",spellbound
Justin Routt,Sylvester Stallone,Jason Patric,Josh Wiggins,"Action, Crime, Thriller, Drama",armor
Amber Sealey,Phoebe-Rae Taylor,Rosemarie DeWitt,Luke Kirby,Drama,out of my mind
Todd Komarnicki,Jonas Dassler,August Diehl,David Jonsson,"Documentary, History",bonhoeffer
Kelsey Egan,Grace Van Dien,Daniel Sharman,Keenan Arrison,"Drama, TV Movie",the fix
Bobby Farrelly,Jack Black,Keegan-Michael Key,Robert Timothy Smith,"Family, Comedy, Drama, Romance, TV Movie",dear santa
Brandon Vietti,Matthew Rhys,Katee Sackhoff,Titus Welliver,"Animation, Mystery, Science Fiction, Action, Drama",watchmen chapter ii
Tony Olmos,Kimberly Weinberger,Brian Patrick Butler,Aimee La Joie,"Horror, Comedy, Crime, Thriller","hemet, or the landlady don't drink tea"
Jean Shim,Ken Jeong,Jae Suh Park,Emerson Min,Drama,a great divide
David Derrick Jr.,Auli'i Cravalho,Dwayne Johnson,Hualālai Chung,"Animation, Adventure, Family, Comedy",moana 2
Luca Guadagnino,Daniel Craig,Drew Starkey,Jason Schwartzman,"Drama, Romance",queer
n,Angelina Jolie,Pierfrancesco Favino,Alba Rohrwacher,"Action, Crime",maria
Stephen Herek,Lindsay Lohan,Ian Harding,Tim Meadows,"Romance, Comedy, Drama",our little secret
Jordan Weiss,Kiernan Shipka,Nico Hiraga,Caleb Hearon,"Comedy, Action, Crime",sweethearts
David Gordon Green,Ben Stiller,Linda Cardellini,Edi Patterson,"Drama, Comedy",nutcrackers
Simon Otto,Brian Cox,Fiona Shaw,Jodie Whittaker and Bill Nighy (cast leaders),"Animation, Comedy, Family, Fantasy, Adventure",that christmas
Kyle Mooney,Jaeden Martell,Rachel Zegler,Julian Dennison,"Comedy, Horror, Science Fiction",y2k
Marielle Heller,Amy Adams,Scoot McNairy,Arleigh Patrick Snowden,"Comedy, Horror",nightbitch
Tyler Perry,Kerry Washington,Sam Waterston,Susan Sarandon,"Drama, War, History",the six triple eight
Justin Kurzel,Jude Law,Nicholas Hoult,Tye Sheridan,"Fantasy, Horror, Mystery, Thriller, Romance, Drama",the order
Steven C. Miller,Frank Grillo,Katrina Law,Ilfenesh Hadera,"Action, Horror, Thriller",werewolves
Uberto Pasolini,Ralph Fiennes,Juliette Binoche,Charlie Plummer,"Horror, Drama, Thriller",the return
Paul Schrader,Richard Gere,Uma Thurman,Michael Imperioli,Drama,"oh, canada"
D. J. Caruso,Noa Cohen,Ido Tako,Anthony Hopkins,"Horror, Mystery",mary
Jeffrey Reiner,Shea Whigham,Carrie Coon,Max Casella,"Crime, Thriller, Drama, Action, Adventure",lake george
Gigi Saul Guerrero,Annie Gonzalez,Manuel Uriza,Cinthya Carmona,"Drama, Music",jenni
J. C. Chandor,Aaron Taylor-Johnson,Ariana DeBose,Fred Hechinger,"Action, Adventure, Thriller",kraven the hunter
Kenji Kamiyama,Brian Cox,Gaia Wise,Luke Pasqualino,"Animation, Fantasy, Adventure, Action",the lord of the rings: the war of the rohirrim
Serra,Taron Egerton,Sofia Carson,Danielle Deadwyler,"Thriller, Action",carry-on
Pete Browngardt,Eric Bauza,Candi Milo,Peter MacNicol,"Family, Comedy, Adventure, Animation, Science Fiction",the day the earth blew up: a looney tunes movie
Tim Fehlbaum,Peter Sarsgaard,John Magaro,Ben Chaplin,"Thriller, Drama, History",september 5
RaMell Ross,Ethan Herisse,Brandon Wilson,Aunjanue Ellis-Taylor,Drama,nickel boys
Gia Coppola,Pamela Anderson,Jamie Lee Curtis,Dave Bautista,Drama,the last showgirl
Martin Campbell,Eva Green,Ruby Rose,Maria Bakalova,"Action, Drama, Thriller, War",dirty angels
James T. North,Raymond J. Barry,Ryan Patrick Brown,Austan Wheeler,"Crime, Drama, Comedy",filthy animals
Nicholas Gyeney,Tony Todd,Sean Young,Kane Hodder,"Thriller, Horror",the activated man
Leigh Scott,Mike Markoff,Jeff Denton,Samuel Selman,"Family, Adventure, Fantasy, Romance, Drama",the little mermaid
Justin Geldzahler,Brittany Bradford,Isaac W. Jay,,"Horror, Comedy",glue trap
Laa Marcus,Lizet Benrey,Harley Bronwyn,Nicole Clifford,Mystery,glass casa
Barry Jenkins,Aaron Pierre,Kelvin Harrison Jr.,John Kani,"Adventure, Family, Animation",mufasa: the lion king
Jeff Fowler,Jim Carrey,Ben Schwartz,Krysten Ritter,"Action, Science Fiction, Comedy, Family",sonic the hedgehog 3
Brady Corbet,Adrien Brody,Felicity Jones,Guy Pearce,Drama,the brutalist
Ben Smallbone,Neal McDonough,Dawn Olivieri,Currie Graham,"Thriller, Drama, Action",homestead
Robert Eggers,Bill Skarsgård,Nicholas Hoult,Lily-Rose Depp,"Horror, Fantasy",nosferatu
Michael Gracey,Robbie Williams,Jonno Davies,Steve Pemberton,"Music, Drama",better man
James Mangold,Timothée Chalamet,Edward Norton,Elle Fanning,"Drama, Music",a complete unknown
Rachel Morrison,Ryan Destiny,Brian Tyree Henry,Judy Greer,"History, Drama",the fire inside
Halina Reijn,Nicole Kidman,Harris Dickinson,Sophie Wilde,Drama,babygirl
Tyler Nilson,Héctor Medina,Adria Arjona,Eros de la Puente,Drama,los frikis
Matthew John Lawrence,Molly Brown,Jeffrey Dean Morgan,Billy Burke,"Horror, Comedy",bloody axe wound
