director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Greg Tiernan,Oscar Isaac,Charlize Theron,Chloë Grace Moretz,"Animation, Family, Comedy, Fantasy, Adventure",the addams family 2
Gigi Saul Guerrero,L. Scott Caldwell,Adriana Barraza,Joshua Caleb Johnson,"Thriller, Horror",bingo hell
Maritte Lee Go,Ashja Cooper,Theodus Crane,Kenneisha Thompson,"Horror, Thriller",black as night
Potsy Ponciroli,Tim Blake Nelson,Scott Haze,Gavin Lewis,"Western, Action, Drama",old henry
Erwin brothers,Amy Grant,Michael W. Smith,TobyMac,"Documentary, Music",the jesus music
Karen Cinorre,Grace Van Patten,Mia Goth,Havana Rose Liu,"Horror, Thriller, Drama, Mystery",mayday
Vance Null,David A. R. White,Antonio Sabàto Jr.,Francesca Battistelli,Drama,god's not dead: we the people
Patrick Brice,Sydney Park,Theodore Pellerin,Asjha Cooper,"Horror, Mystery",there's someone inside your house
Cary Joji Fukunaga,Daniel Craig,Rami Malek,Léa Seydoux,"Action, Thriller, Adventure",no time to die
Fran Kranz,Reed Birney,Ann Dowd,Jason Isaacs,Drama,mass
Aharon Keshales,Jason Sudeikis,Evangeline Lilly,Shea Whigham,Drama,south of heaven
Axelle Carolyn,Barbara Hershey,Bruce Davison,Stacey Travis,Horror,the manor
Ryan Zaragoza,Elpidia Carrillo,Tenoch Huerta,,"Horror, Mystery",madres
Michael D. Ratner,Justin Bieber,Hailey Bieber,,"Music, Documentary",justin bieber: our world
James Cullen Bressack,Chad Michael Murray,Bruce Willis,,"Action, Thriller, Crime",survive the game
David Gordon Green,Jamie Lee Curtis,Judy Greer,Andi Matichak,"Horror, Thriller",halloween kills
Ridley Scott,Matt Damon,Adam Driver,Jodie Comer,"History, Drama, Action",the last duel
John Ridley,Leslie Odom Jr.,Freida Pinto,Cynthia Erivo,"Drama, Romance, Science Fiction",needle in a timestack
Justin Corsbie,Michael Dorman,Sophia Bush,Dermot Mulroney,"Romance, Music, Drama, Thriller",hard luck love song
Rachel Fleit,Selma Blair,,,Documentary,"introducing, selma blair"
Todd Haynes,The Velvet Underground,,,"Documentary, Music",the velvet underground
Adam Randall,Jorge Lendeborg Jr.,Debby Ryan,Lucy Fry,"Horror, Thriller, Action",night teeth
Denis Villeneuve,Timothee Chalamet,Rebecca Ferguson,Oscar Isaac,"Science Fiction, Adventure",dune
Philippe Vine,Zach Galifianakis,Jack Dylan Grazer,Ed Helms,"Animation, Science Fiction, Family, Comedy",ron's gone wrong
Wes Anderson,Owen Wilson,Benicio del Toro,Tony Revolori,"Drama, Comedy",the french dispatch
Jeymes Samuel,Jonathan Majors,Idris Elba,Zazie Beetz,Western,the harder they fall
Will Sharpe,Benedict Cumberbatch,Claire Foy,Andrea Riseborough,"Drama, History, Comedy, Romance",the electrical life of louis wain
Agata Alexander,Alex Pettyfer,Alice Eve,Annabelle Wallis,Science Fiction,warning
Rebecca Hall,Tessa Thompson,Ruth Negga,André Holland,Drama,passing
Suzanne Coote,Kate Siegel,Jason O'Mara,Dulé Hill,"Thriller, Drama, Horror",hypnotic
Scott Cooper,Keri Russell,Jesse Plemons,Jeremy T. Thomas,"Drama, Horror, Mystery",antlers
fer,Matthias Schweighöfer,Nathalie Emmanuel,Ruby O. Fee,"Action, Crime, Comedy",army of thieves
Amy Koppelman,Amanda Seyfried,Finn Wittrock,Jennifer Carpenter,Drama,a mouthful of air
Joanna Hogg,Honor Swinton Byrne,Jaygann Ayeh,Richard Ayoade,Drama,the souvenir part ii
William Eubank,Emily Bader,Roland Buck III,Dan Lippert,"Horror, Mystery",paranormal activity: next of kin
Morgan Galen King,Richard E. Grant,Lucy Lawless,Patton Oswalt,"Animation, Fantasy, Action, Horror",the spine of night
Justine Bateman,Olivia Munn,Luke Bracey,Justin Theroux,Drama,violet
Michael Mailer,Michael Shannon,Alexander Ludwig,Charles Melton,Drama,heart of champions
Zhao,Gemma Chan,Richard Madden,Kumail Nanjiani,"Science Fiction, Action, Adventure",eternals
Rawson Marshall Thurber,Dwayne Johnson,Ryan Reynolds,Gal Gadot,"Action, Comedy, Crime",red notice
Miguel Sapochnik,Tom Hanks,Caleb Landry Jones,,"Science Fiction, Drama, Adventure",finch
n,Kristen Stewart,Timothy Spall,Jack Farthing,"Drama, History",spencer
David Hackl,Mel Gibson,Scott Eastwood,Tyrese Gibson,"Romance, Crime, Action, Thriller",dangerous
nez,Nina Dobrev,Jimmy O. Yang,Darren Barnet,"Comedy, Romance",love hard
PJ McCabe,Jim Cummings,Virginia Newcomb,PJ McCabe,"Thriller, Horror, Comedy",the beta test
Walt Becker,Jack Whitehall,Darby Camp,Tony Hale,"Family, Adventure, Comedy, Fantasy, Animation",clifford the big red dog
Manuel Miranda,Andrew Garfield,Alexandra Shipp,Robin de Jesús,"Drama, Music","tick, tick... boom!"
Dan Mazer,Ellie Kemper,Rob Delaney,Archie Yates,"Family, Comedy, Crime",home sweet home alone
Edward John Drake,Neal McDonough,Bruce Willis,,"Action, Thriller, Science Fiction",apex
Jane Campion,Benedict Cumberbatch,Kirsten Dunst,Jesse Plemons,"Drama, Western",the power of the dog
Halle Berry,Halle Berry,Shamier Anderson,Adan Canto,Drama,bruised
Michael Rohl,Vanessa Hudgens,Sam Palladio,Nick Sagar,"Romance, Comedy",the princess switch 3: romancing the star
Jason Reitman,Carrie Coon,Finn Wolfhard,Mckenna Grace,"Fantasy, Comedy, Adventure, Science Fiction",ghostbusters: afterlife
Reinaldo Marcus Green,Will Smith,Aunjanue Ellis,Saniyya Sidney,"Drama, History",king richard
Raymond S. Persi,Adam DeVine,Rachel Bloom,Zazie Beetz,"Animation, Comedy, Family, Adventure",extinct
Mike Mills,Joaquin Phoenix,Gaby Hoffmann,Woody Norman,Drama,c'mon c'mon
Casey Tebo,Devon Sawa,Ivana Baquero,Ryan Lee,"Horror, Comedy, Science Fiction",black friday
Abel Ferrara,Ethan Hawke,Valerio Mastandrea,,"War, Thriller",zeros and ones
Brian Patrick Butler,Nick Young,Alexandra Slade,Michael C. Burgess,"Comedy, Science Fiction, Horror",friend of the world
Chasire Castro Smith,Stephanie Beatriz,María Cecilia Botero,John Leguizamo,"Animation, Comedy, Family, Fantasy",encanto
Ridley Scott,Lady Gaga,Adam Driver,Jared Leto,"Drama, Crime, History",house of gucci
Nora Fingscheidt,Sandra Bullock,Vincent D'Onofrio,Jon Bernthal,"Drama, Crime",the unforgivable
Johannes Roberts,Kaya Scodelario,Hannah John-Kamen,Robbie Amell,"Action, Horror, Science Fiction",resident evil: welcome to raccoon city
Michael Dowse,Neil Patrick Harris,Winslow Fegley,June Diane Raphael,"Family, Comedy, Fantasy",8-bit christmas
Stephen Karam,Richard Jenkins,Jayne Houdyshell,Amy Schumer,Drama,the humans
Trey Parker,Matt Stone,Mona Marshall,Kimberly Brooks,"Animation, Comedy, TV Movie",south park: post covid
Paul Thomas Anderson,Alana Haim,Cooper Hoffman,Sean Penn,"Drama, Comedy, Romance",licorice pizza
Michael Mayer,Michael Urie,Philemon Chambers,Luke Macfarlane,"Romance, Comedy",single all the way
Clare Knight,Isla Fisher,Tim Minchin,Eric Bana,"Family, Animation, Adventure, Comedy",back to the outback
Swinton O. Scott III,Brady Noon,Ethan William Childress,Chris Diamantopoulos,"Family, Comedy",diary of a wimpy kid
Michael Pierce,Riz Ahmed,Octavia Spencer,Janina Gavankar,Horror,encounter
Valerie Weiss,Gemma Brooke Allen,Jackson Rathbone,Nick Thune,"Comedy, Family",mixtape
Jared Cohn,Patrick Muldoon,Bruce Willis,Matthew Marsden,"Horror, Comedy",deadlock
Steven Spielberg,Ansel Elgort,Rachel Zegler,Ariana DeBose,"Drama, Romance, Crime",west side story
Adam McKay,Leonardo DiCaprio,Jennifer Lawrence,Rob Morgan,"Comedy, Science Fiction",don't look up
Ric Roman Waugh,Stephan James,J. K. Simmons,Alexander Ludwig,Drama,national champions
Aaron Sorkin,Nicole Kidman,Javier Bardem,J. K. Simmons,"Drama, History",being the ricardos
Sean Baker,Simon Rex,Bree Elrod,Suzanna Son,"Drama, Comedy",red rocket
Peter Hutchings,Lucy Hale,Austin Stowell,Damon Daunno,"Drama, Comedy, Romance",the hating game
Hamish Grieve,Will Arnett,Terry Crews,Geraldine Viswanathan,"Animation, Family",rumble
Trey Parker,Matt Stone,Mona Marshall,Kimberly Brooks,"Animation, Comedy, TV Movie",south park: post covid: the return of covid
Jon Watts,Tom Holland,Benedict Cumberbatch,Zendaya,"Action, Adventure, Science Fiction",spider-man: no way home
Guillermo del Toro,Bradley Cooper,Cate Blanchett,Toni Collette,"Crime, Drama, Thriller",nightmare alley
Maggie Gyllenhaal,Olivia Colman,Dakota Johnson,Jessie Buckley,Drama,the lost daughter
Benjamin Cleary,Mahershala Ali,Naomie Harris,Glenn Close,"Comedy, Drama",swan song
George Clooney,Ben Affleck,Tye Sheridan,Lily Rabe,Drama,the tender bar
Mattson Tomlin,Chloë Grace Moretz,Algee Smith,Raúl Castillo,"Science Fiction, Thriller",mother/android
James Cullen Bressack,Jesse Metcalfe,Bruce Willis,Chad Michael Murray,War,fortress
Garth Jennings,Matthew McConaughey,Reese Witherspoon,Scarlett Johansson,"Animation, Family, Music, Comedy",sing 2
Lana Wachowski,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,"Science Fiction, Action, Adventure",the matrix resurrections
Matthew Vaughn,Ralph Fiennes,Gemma Arterton,Rhys Ifans,"Action, Adventure, Thriller",the king's man
Joel Coen,Denzel Washington,Frances McDormand,Bertie Carvel,"Drama, War",the tragedy of macbeth
Denzel Washington,Michael B. Jordan,Chanté Adams,Jalon Christian,"Drama, Romance",a journal for jordan
Erwin brothers,Zachary Levi,Anna Paquin,Dennis Quaid,"Drama, Family",american underdog
Apichatpong Weerasethakul,Tilda Swinton,Elkin Díaz,Jeanne Balibar,"Animation, Romance",memoria
