director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Jimmy Chin,Annette Bening,Jodie Foster,Rhys Ifans,"Drama, History",nyad
Bill Burr,Bill Burr,Bobby Cannavale,Bokeem Woodbine,Comedy,old dads
Gabe Polsky,Nicolas Cage,Fred Hechinger,Xander Berkeley,"Western, Drama",butcher's crossing
Sara Zandieh,Josephine Langford,Drew Starkey,Archie Renaux,"Romance, Drama, Comedy",the other zoey
Jennifer Cram,Nina Dobrev,Brandon Mychal Smith,Sherry Cola,"Horror, TV Movie",sick girl
Maryam Keshavarz,Layla Mohammadi,Niousha Noor,Bijan Daneshmand,"Comedy, Drama, Romance",the persian version
Emma Tammi,Josh Hutcherson,Elizabeth Lail,Piper Rubio,"Horror, Thriller",five nights at freddy's
David Soren,Keke Palmer,Michael Cera,Bobby Cannavale,"Animation, Comedy, Family, Romance",under the boardwalk
Pierre Morel,John Cena,Alison Brie,Juan Pablo Raba,"Action, Comedy",freelance
Alexander Payne,Paul Giamatti,Da'Vine Joy Randolph,Dominic Sessa,"Comedy, Drama",the holdovers
David Fincher,Michael Fassbender,Arliss Howard,Charles Parnell,"Action, Thriller, Crime",the killer
Christos Nikou,Jessie Buckley,Riz Ahmed,Jeremy Allen White,"Romance, Science Fiction, Drama",fingernails
Sofia Coppola,Cailee Spaeny,Jacob Elordi,Dagmara Domińczyk,"Drama, Romance",priscilla
Joe Lynch,Heather Graham,Judah Lewis,Bruce Davison,"Horror, Thriller",suitable flesh
Stephen Cognetti,Bridget Rose Perrotta,Destiny Leilani Brown,James Liddell,"Horror, Mystery",hell house llc origins: the carmichael manor
Devon Jovi Johnson,Francheska Pujols,Summer Foley,Silvana Jakich,"Crime, Thriller, Horror",what happened at 625 river road
Jessica Yu,Awkwafina,Sandra Oh,Jason Schwartzman,Comedy,quiz lady
George C. Wolfe,Colman Domingo,Chris Rock,Glynn Turman,"Drama, History",rustin
Neil Burger,Daisy Ridley,Ben Mendelsohn,Garrett Hedlund,"Thriller, Crime, Mystery",the marsh king's daughter
Meg Ryan,Meg Ryan,David Duchovny,,"Romance, Comedy",what happens later
Raven Jackson,Charleen McClure,Reginald Helms Jr.,Moses Ingram,Drama,all dirt roads taste of salt
K. Asher Levin,Annabelle Dexter-Jones,Tyrese Gibson,Emile Hirsch,"Thriller, Drama, Comedy, Mystery",helen's dead
Augustus Meleo Bernstein,Miranda Otto,Noah Wyle,Ezekiel Pacheco,Drama,at the gates
Graham Phillips and Parker Phillips,Aaron Eckhart,Bella Thorne,Ritchie Coster,"Thriller, Action",rumble through the dark
Nia DaCosta,Brie Larson,Teyonah Parris,Iman Vellani,"Science Fiction, Adventure, Action",the marvels
Kristoffer Borgli,Nicolas Cage,Julianne Nicholson,Michael Cera,"Comedy, Fantasy",dream scenario
Adam Anders,Fiona Palomo,Milo Manheim,Lecrae,"Family, Drama",journey to bethlehem
Dan Brown,Angus Cloud,Jessica Garza,Elliot Knight,"Thriller, Crime",your lucky day
Tyler MacIntyre,Joel McHale,Justin Long,Jane Widdop,"Horror, Comedy",it's a wonderful knife
John Trengove,Jesse Eisenberg,Adrien Brody,Odessa Young,"Mystery, Thriller, Drama",manodrome
Chris Soriano,Chris Soriano,Haley Weber,Hillary Soriano,Drama,the master chief: part one
Mary Lambert,Brandy Norwood,Heather Graham,Matt Cedeño,Comedy,best. christmas. ever!
Francis Lawrence,Tom Blyth,Rachel Zegler,Peter Dinklage,"Drama, Science Fiction, Adventure, Action",the hunger games: the ballad of songbirds & snakes
Walt Dohrn,Anna Kendrick,Justin Timberlake,Kenan Thompson,"Animation, Family, Music, Fantasy, Comedy",trolls band together
Eli Roth,Patrick Dempsey,Addison Rae,Milo Manheim,"Horror, Thriller, Mystery",thanksgiving
Taika Waititi,Michael Fassbender,Oscar Kightley,Kaimana,Documentary,next goal wins
Emerald Fennell,Barry Keoghan,Jacob Elordi,Rosamund Pike,"Drama, Comedy, Thriller",saltburn
Todd Haynes,Natalie Portman,Julianne Moore,Charles Melton,Drama,may december
Tim Story,Lil Rel Howery,Ludacris,Madison Skye Validum,"Fantasy, Family, Comedy",dashing through the snow
Paul Briganti,Ben Marshall,John Higgins,Martin Herlihy,"Comedy, Adventure",please don't destroy: the treasure of foggy mountain
David Wachtenheim,Adam Sandler,Bill Burr,Cecily Strong,"Animation, Comedy, Family",leo
Fawn Veerasunthorn,Ariana DeBose,Chris Pine,Alan Tudyk,"Animation, Family, Fantasy, Adventure",wish
Ridley Scott,Joaquin Phoenix,Vanessa Kirby,Tahar Rahim,"History, War, Romance",napoleon
Bradley Cooper,Carey Mulligan,Bradley Cooper,Matt Bomer,"Drama, Comedy",maestro
Sam Esmail,Julia Roberts,Mahershala Ali,Ethan Hawke,"Documentary, Music",leave the world behind
Phil Traill,Kenan Thompson,Kel Mitchell,,"Family, Comedy",good burger 2
Sam Boyd,Melissa McCarthy,Paapa Essiedu,Denée Benton,"Fantasy, Comedy",genie
McG,Jennifer Garner,Ed Helms,Emma Myers,"Comedy, Fantasy, Family",family switch
,Beyoncé,Blue Ivy Carter,Megan Thee Stallion,"Music, Documentary",renaissance: a film by beyoncé
John Woo,Joel Kinnaman,Scott Mescudi,Harold Torres,"Comedy, Horror, Thriller, Mystery",silent night
Reginald Hudlin,Eddie Murphy,Tracee Ellis Ross,Jillian Bell,"Comedy, Fantasy, Family",candy cane lane
William Oldroyd,Thomasin McKenzie,Shea Whigham,Marin Ireland,Thriller,eileen
Brock Heasley,Kristoffer Polaha,Neal McDonough,Elizabeth Tabish,"Documentary, Drama",the shift
Stephanie Garvin,Kelly Stables,Neal McDonough,Sean Astin,"Comedy, Romance",holiday twist
Melissa Vitello,Ava Cantrell,Tren Reed-Brown,Hermione Lynch,Horror,abigail
Jessie Nelson,Sara Bareilles,Drew Gehling,Charity Angél Dawson,"Comedy, Drama",waitress: the musical
Yorgos Lanthimos,Emma Stone,Mark Ruffalo,Willem Dafoe,"Science Fiction, Romance, Comedy",poor things
Ava DuVernay,Aunjanue Ellis-Taylor,Jon Bernthal,Vera Farmiga,Drama,origin
Luke Cormican,Wesley Kimmel,Spencer Howell,Hunter Dillon,"Animation, Comedy, Family",diary of a wimpy kid christmas: cabin fever
Bill Oliver,Luke Evans,Billy Porter,Christopher Woodley,"Drama, TV Movie",our son
Darren Lynn Bousman,Jeremy Irons,Samer Ismail,Elham Ali,Drama,the cello
Darin Scott,Darin Scott,Nora Dale,Karina Lombard,Documentary,the oath
Ben Levin,Philip Solomon,Noël Wells,H. Michael Croner,"Animation, Family, TV Movie, Adventure, Comedy, Fantasy",craig before the creek
Paul King,Timothée Chalamet,Calah Lane,Keegan-Michael Key,"Comedy, Family, Fantasy",wonka
Sam Fell,Thandiwe Newton,Zachary Levi,Bella Ramsey,"Family, Animation, Adventure, Comedy",chicken run: dawn of the nugget
Zack Snyder,Sofia Boutella,Djimon Hounsou,Ed Skrein,"Science Fiction, Action, Adventure",rebel moon
Cord Jefferson,Jeffrey Wright,Tracee Ellis Ross,Issa Rae,"Comedy, Drama",american fiction
Simon Cellan Jones,Mark Wahlberg,Michelle Monaghan,Saïd Taghmaoui,"Action, Comedy, Family",the family plan
Brian Helgeland,Ben Foster,Toby Wallace,Jenna Ortega,"Crime, Drama, Thriller",finestkind
Jonathan Glazer,Christian Friedel,Sandra Hüller,,"Drama, History, War",the zone of interest
ric Boadella,Robert DeCesare,Kathryn Schott,Taylor Nichols,"Drama, Thriller",city of love
James Wan,Jason Momoa,Patrick Wilson,Amber Heard,"Action, Adventure, Fantasy",aquaman and the lost kingdom
Benjamin Renner,Kumail Nanjiani,Elizabeth Banks,Awkwafina,"Animation, Adventure, Comedy, Family",migration
Will Gluck,Sydney Sweeney,Glen Powell,Alexandra Shipp,"Romance, Comedy",anyone but you
Sean Durkin,Zac Efron,Jeremy Allen White,Harris Dickinson,"History, Drama",the iron claw
Matthew Brown,Anthony Hopkins,Matthew Goode,Liv Lisa Fries,Drama,freud's last session
Michel Franco,Jessica Chastain,Peter Sarsgaard,Merritt Wever,"Action, Thriller, Crime",memory
Blitz Bazawule,Fantasia Barrino,Taraji P. Henson,Danielle Brooks,Drama,the color purple
George Clooney,Callum Turner,Joel Edgerton,Peter Guinness,"Drama, History",the boys in the boat
Michael Mann,Adam Driver,Penelope Cruz,Shailene Woodley,"History, Drama",ferrari
Dan Levy,Dan Levy,Ruth Negga,Himesh Patel,"Comedy, Drama",good grief
